what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1264063305247
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1264063305247
java.version,sysinfo,,,"1.7.0-ea",1264063305247
java.vm.info,sysinfo,,,"mixed mode, sharing",1264063305247
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1264063305247
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1264063305247
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264063305247
java.vm.specification.version,sysinfo,,,"1.0",1264063305247
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1264063305247
java.vm.version,sysinfo,,,"16.0-b06",1264063305247
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264063362917
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ant",1264063363189
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1264063363189
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1264063363189
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.tasks",1264063363189
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1264063363189
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1264063363194
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1264063363194
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1264063363194
stopped,bundle,net.sf.webcat.eclipse.perspective.java,1.4.0,"net.sf.webcat.eclipse.perspective.java",1264063363194
stopped,bundle,edu.rice.cs.drjava,0.9.9.20090115-r4708,"edu.rice.cs.drjava",1264063363194
stopped,bundle,net.sf.eclipsecs.ui,5.0.1.200908032119,"net.sf.eclipsecs.ui",1264063363196
stopped,bundle,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui",1264063363206
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1264063363206
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1264063363206
