what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1264004637020
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1264004637021
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1264004637025
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1264004637027
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1264004637028
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1264004637029
os,sysinfo,,,"win32",1264004637031
arch,sysinfo,,,"x86",1264004637031
ws,sysinfo,,,"win32",1264004637031
locale,sysinfo,,,"en_US",1264004637031
processors,sysinfo,,,"2",1264004637032
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1264004637032
java.runtime.version,sysinfo,,,"1.7.0-ea-b66",1264004637032
java.specification.name,sysinfo,,,"Java Platform API Specification",1264004637032
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264004637032
java.specification.version,sysinfo,,,"1.7",1264004637032
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1264004637032
java.version,sysinfo,,,"1.7.0-ea",1264004637032
java.vm.info,sysinfo,,,"mixed mode, sharing",1264004637032
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1264004637032
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1264004637032
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264004637032
java.vm.specification.version,sysinfo,,,"1.0",1264004637032
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1264004637032
java.vm.version,sysinfo,,,"16.0-b06",1264004637032
